",sgSCR_pre_r1,sgSCR_pre_r2,sgSCR_pre_r3,MBD2KO_pre_r1,MBD2KO_pre_r2,MBD2KO_pre_r3,sgSCR_post_r1,sgSCR_post_r2,sgSCR_post_r3,MBD2KO_post_r1,MBD2KO_post_r2,MBD2KO_post_r3"
"321" ",\"AK2,2235,3267,2077,3014,2485,2535,1604,2386,1446,916,1072,773\""
"322" ",\"AK3,634,866,599,825,622,658,498,610,433,433,431,291\""
"323" ",\"AK3P3,10,9,10,8,6,12,10,16,10,13,16,12\""
"324" ",\"AK3P5,17,26,24,25,22,14,28,31,33,38,32,30\""
"325" ",\"AK4,580,766,545,618,581,621,173,188,144,66,82,71\""
"326" ",\"AK4P1,60,131,113,101,88,108,32,35,31,12,8,15\""
"327" ",\"AK4P3,76,141,85,126,105,109,25,38,27,12,10,9\""
"328" ",\"AK6,512,714,466,668,487,509,570,707,568,445,485,360\""
"329" ",\"AK6P1,19,29,18,20,28,18,18,31,20,11,14,9\""
"330" ",\"AK7,17,30,20,25,23,15,24,18,13,15,26,19\""
"331" ",\"AK8,1,4,2,1,5,2,13,21,10,7,5,7\""
"332" ",\"AK9,56,93,58,94,88,87,68,84,75,63,74,54\""
"333" ",\"AKAP1,474,704,511,678,601,659,463,647,408,308,354,340\""
"334" ",\"AKAP10,476,667,474,611,411,484,546,694,447,409,442,349\""
"335" ",\"AKAP11,972,1295,899,1155,897,1132,852,965,692,609,671,458\""
"336" ",\"AKAP12,10,19,10,20,18,19,12,20,11,5,11,5\""
"337" ",\"AKAP13,380,502,362,403,376,362,266,309,220,163,182,134\""
"338" ",\"AKAP17A,576,769,658,775,696,624,538,774,496,467,454,395\""
"339" ",\"AKAP3,7,9,11,10,4,6,12,27,9,13,14,14\""
"340" ",\"AKAP5,33,42,24,37,35,28,25,29,18,15,7,11\""
"341" ",\"AKAP6,14,7,9,44,46,37,8,17,7,37,44,37\""
"342" ",\"AKAP8,810,1136,848,1149,987,956,701,819,680,583,577,507\""
"343" ",\"AKAP8L,1101,1503,1134,1939,1587,1417,1585,2167,1501,2017,2002,1697\""
"344" ",\"AKAP9,2682,3293,2267,3290,2018,2512,2459,3160,2233,2600,2567,1859\""
"345" ",\"AKIP1,179,217,161,230,174,158,131,148,142,66,98,71\""
"346" ",\"AKIRIN1,654,862,607,905,681,790,472,558,436,386,438,357\""
"347" ",\"AKIRIN1P2,11,14,13,29,27,14,13,19,9,7,10,5\""
"348" ",\"AKIRIN2,158,228,189,242,246,192,268,345,238,188,229,210\""
"349" ",\"AKR1A1,544,801,574,791,694,635,413,660,395,354,346,308\""
"350" ",\"AKR1B1,124,154,113,12,10,3,35,47,23,1,9,2\""
"351" ",\"AKR1C1,66,95,67,92,72,85,68,92,47,68,72,36\""
"352" ",\"AKR1C2,30,70,26,56,43,43,37,40,32,38,30,18\""
"353" ",\"AKR1C3,26,21,18,47,39,42,32,26,19,24,21,19\""
"354" ",\"AKR1E2,83,123,93,143,93,78,150,192,121,101,124,96\""
"355" ",\"AKR7A2,242,387,289,362,313,233,227,321,192,156,150,133\""
"356" ",\"AKR7A2P1,26,28,35,36,30,26,12,21,8,20,24,16\""
"357" ",\"AKR7A3,9,20,4,40,28,15,7,8,10,6,9,9\""
"358" ",\"AKR7L,18,21,15,30,17,25,12,19,16,7,5,5\""
"359" ",\"AKT1,591,1000,832,819,853,680,465,681,412,322,386,324\""
"360" ",\"AKT1S1,224,276,234,300,350,257,336,420,302,351,392,349\""
"361" ",\"AKT2,1205,1694,1331,1692,1671,1302,2389,3119,2019,1916,1945,1706\""
"362" ",\"AKTIP,51,60,42,26,26,19,27,24,17,10,8,10\""
"363" ",\"ALAD,1017,1574,1201,1408,1158,926,957,1293,860,1287,1480,1163\""
"364" ",\"ALAS1,168,258,155,284,238,217,241,343,207,176,221,173\""
"365" ",\"ALAS2,1524,2089,1517,3287,2514,2258,2735,3501,2330,8203,8767,7305\""
"366" ",\"ALB,0,0,1,15,21,13,2,0,0,1,0,0\""
"367" ",\"ALCAM,8,25,15,144,144,119,1,4,1,4,6,6\""
"368" ",\"ALDH16A1,755,1170,875,1069,1032,853,678,941,643,508,537,454\""
"369" ",\"ALDH18A1,887,1394,1021,1608,1443,1401,1530,1954,1343,1656,1853,1537\""
"370" ",\"ALDH1A1,149,182,152,3,0,5,152,167,138,2,5,1\""
"371" ",\"ALDH1B1,483,797,564,779,781,716,335,427,297,201,217,161\""
"372" ",\"ALDH1L2,5,6,9,25,7,5,30,44,26,82,87,72\""
"373" ",\"ALDH2,10,23,15,12,20,12,10,18,19,8,18,15\""
"374" ",\"ALDH3A2,276,418,276,286,228,238,180,279,166,93,98,64\""
"375" ",\"ALDH3B1,364,529,394,440,471,330,508,689,420,532,607,539\""
"376" ",\"ALDH4A1,321,424,326,323,325,240,153,213,163,111,110,83\""
"377" ",\"ALDH5A1,941,1314,894,1161,981,955,799,1044,761,649,749,527\""
"378" ",\"ALDH6A1,522,806,471,657,489,494,389,518,364,245,252,214\""
"379" ",\"ALDH9A1,383,506,375,325,223,207,302,392,242,207,239,194\""
"380" ",\"ALDOA,2569,3827,2934,4316,3986,3402,2204,2910,2154,1680,1867,1515\""
"381" ",\"ALDOAP2,73,138,91,145,109,88,73,84,61,44,52,35\""
"382" ",\"ALDOC,31,48,53,76,73,79,74,101,59,54,83,46\""
"383" ",\"ALG1,201,248,210,285,274,254,150,171,132,125,117,90\""
"384" ",\"ALG10,276,284,214,267,205,214,239,328,266,205,263,161\""
"385" ",\"ALG10B,301,390,281,313,221,248,258,296,257,244,272,177\""
"386" ",\"ALG11,249,304,215,338,283,285,341,460,273,343,326,266\""
"387" ",\"ALG12,43,65,52,76,68,53,39,65,29,38,44,36\""
"388" ",\"ALG13,536,619,461,542,371,448,675,780,532,448,469,370\""
"389" ",\"ALG14,95,144,94,134,125,120,88,112,70,74,81,61\""
"390" ",\"ALG1L13P,9,16,9,22,17,10,16,13,10,33,32,37\""
"391" ",\"ALG1L15P,47,68,69,78,75,77,34,40,21,18,25,19\""
"392" ",\"ALG1L2,7,21,15,10,5,8,9,9,6,8,12,5\""
"393" ",\"ALG1L6P,19,29,17,17,7,20,15,11,16,9,10,13\""
"394" ",\"ALG2,272,406,273,374,282,261,266,319,227,211,223,184\""
"395" ",\"ALG3,220,378,277,288,355,255,231,346,229,164,175,153\""
"396" ",\"ALG5,509,660,450,636,433,445,364,543,337,316,321,195\""
"397" ",\"ALG6,287,427,242,329,221,257,279,363,246,166,212,138\""
"398" ",\"ALG8,578,838,605,667,540,534,439,598,427,291,310,220\""
"399" ",\"ALG9,92,156,83,123,97,112,70,106,80,68,74,70\""
"400" ",\"ALKAL2,6,11,8,13,11,12,5,11,8,10,10,5\""
"401" ",\"ALKBH1,175,243,188,264,199,201,179,197,128,132,141,91\""
"402" ",\"ALKBH2,340,438,315,481,380,392,256,346,227,208,210,177\""
"403" ",\"ALKBH3,386,496,368,540,356,369,327,445,284,259,266,196\""
"404" ",\"ALKBH3-AS1,11,17,8,15,14,8,17,14,11,11,14,10\""
"405" ",\"ALKBH4,103,144,126,148,141,129,80,95,82,49,54,53\""
"406" ",\"ALKBH5,1005,1386,1125,1369,1193,1180,951,1284,883,799,806,736\""
"407" ",\"ALKBH6,41,63,42,66,54,42,33,53,38,44,45,28\""
"408" ",\"ALKBH7,225,302,222,295,285,237,285,355,277,191,232,219\""
"409" ",\"ALKBH8,382,493,344,495,345,374,335,422,264,233,249,173\""
"410" ",\"ALMS1,1418,1995,1373,1695,1284,1368,1395,1714,1163,1033,1088,815\""
"411" ",\"ALMS1-IT1,11,20,13,17,13,17,20,25,19,31,22,15\""
"412" ",\"ALOX12,21,35,31,77,59,45,32,52,20,46,45,39\""
"413" ",\"ALOX12-AS1,35,53,36,52,38,38,42,48,33,47,39,36\""
"414" ",\"ALOX12B,12,17,16,8,4,9,24,20,13,14,8,9\""
"415" ",\"ALOX5,1110,1625,1214,1305,1002,859,596,724,562,423,488,352\""
"416" ",\"ALPK1,18,13,10,25,24,15,3,2,5,6,8,2\""
"417" ",\"ALPL,1,3,5,13,19,12,9,8,5,16,13,16\""
"418" ",\"ALS2,4800,6000,4483,5461,3771,4561,3213,3816,2772,1579,1517,1197\""
"419" ",\"ALYREF,1042,1464,999,1382,1281,1051,885,1305,770,593,599,552\""
"420" ",\"AMACR,15,26,13,22,13,11,11,12,19,6,7,5\""
"421" ",\"AMBRA1,395,539,423,541,464,432,411,579,389,346,363,331\""
"422" ",\"AMD1,4003,5462,3739,5250,3786,4520,3284,4195,3166,2676,2880,2073\""
"423" ",\"AMD1P2,85,108,69,99,75,74,49,71,40,48,48,29\""
"424" ",\"AMD1P3,36,73,54,61,41,44,38,31,40,34,27,34\""
"425" ",\"AMDHD2,154,193,180,228,241,169,110,172,109,101,102,92\""
"426" ",\"AMER1,134,199,160,172,191,182,123,170,119,103,115,101\""
"427" ",\"AMFR,1319,1851,1383,1390,1089,1094,897,1148,774,836,897,811\""
"428" ",\"AMH,7,13,6,10,18,23,8,8,2,10,7,6\""
"429" ",\"AMHR2,32,47,36,44,65,31,22,28,20,6,9,13\""
"430" ",\"AMIGO2,44,63,50,129,98,112,42,47,29,38,36,28\""
"431" ",\"AMMECR1,2689,3616,2442,3821,3028,3208,4514,5606,3967,3859,4326,3185\""
"432" ",\"AMMECR1-IT1,14,13,5,24,9,14,23,37,30,22,23,10\""
"433" ",\"AMMECR1L,179,202,152,207,178,174,220,253,180,147,205,154\""
"434" ",\"AMN1,26,41,33,46,25,28,26,29,31,12,14,4\""
"435" ",\"AMPD2,299,401,393,401,502,365,192,289,176,122,126,126\""
"436" ",\"AMPD3,51,86,64,95,70,52,57,77,59,112,141,84\""
"437" ",\"AMT,35,31,26,29,18,24,38,41,27,24,22,23\""
"438" ",\"AMY1B,1,3,0,4,1,5,14,15,7,20,14,15\""
"439" ",\"AMY2B,16,31,18,30,21,21,60,63,58,110,83,73\""
"440" ",\"AMZ2,284,384,261,299,236,222,172,284,153,142,167,140\""
"441" ",\"AMZ2P1,62,73,48,57,40,38,40,60,34,27,29,18\""
"442" ",\"ANAPC1,2610,3518,2396,3039,2426,2695,2431,2995,2294,1586,1581,1268\""
"443" ",\"ANAPC10,157,247,152,212,158,147,165,229,146,123,157,86\""
"444" ",\"ANAPC10P1,46,68,52,68,47,38,40,58,48,35,42,41\""
"445" ",\"ANAPC11,328,498,352,552,602,443,329,472,309,342,389,321\""
"446" ",\"ANAPC13,405,551,364,539,425,469,303,413,286,259,293,206\""
"447" ",\"ANAPC15,64,72,65,64,58,53,59,74,52,60,49,43\""
"448" ",\"ANAPC16,934,1240,877,1127,716,694,1140,1454,1037,1159,1189,846\""
"449" ",\"ANAPC1P1,71,91,66,72,62,70,58,79,49,46,44,43\""
"450" ",\"ANAPC2,254,408,348,373,453,305,349,493,334,293,343,297\""
"451" ",\"ANAPC4,923,1272,805,1212,929,984,689,828,631,507,543,361\""
"452" ",\"ANAPC5,2952,3874,2865,3714,2748,2981,2847,3576,2476,2090,2069,1654\""
"453" ",\"ANAPC7,1086,1476,1080,1504,1156,1195,944,1166,811,695,692,532\""
"454" ",\"ANGEL1,142,243,171,206,189,198,178,220,142,82,119,116\""
"455" ",\"ANGEL2,815,934,674,781,588,623,553,670,523,478,507,367\""
"456" ",\"ANGPT2,98,113,78,105,42,66,103,126,93,76,55,43\""
"457" ",\"ANGPTL1,6,8,4,18,6,11,6,17,6,21,16,5\""
"458" ",\"ANGPTL3,20,19,15,10,4,16,17,16,11,9,8,5\""
"459" ",\"ANGPTL4,3,9,7,6,5,8,7,25,15,10,14,12\""
"460" ",\"ANGPTL6,19,16,12,53,46,25,45,37,35,30,36,31\""
"461" ",\"ANGPTL7,12,19,10,19,8,16,17,21,9,8,15,9\""
"462" ",\"ANK1,4522,7014,5528,6820,7606,5539,6452,8011,5609,7162,8508,7337\""
"463" ",\"ANK3,80,142,92,214,119,158,27,30,22,40,56,38\""
"464" ",\"ANKAR,110,167,137,108,66,77,121,137,128,85,76,58\""
"465" ",\"ANKEF1,79,118,68,87,63,62,75,97,69,30,49,23\""
"466" ",\"ANKFY1,634,889,719,1003,940,868,983,1336,840,847,1046,736\""
"467" ",\"ANKH,70,63,60,123,118,108,78,95,58,184,253,200\""
"468" ",\"ANKHD1,100,165,107,117,114,126,112,144,113,109,87,90\""
"469" ",\"ANKHD1-EIF4EBP3,22,39,18,40,21,23,53,39,27,32,30,23\""
"470" ",\"ANKIB1,1689,2265,1602,1654,1276,1458,941,1186,866,600,597,467\""
"471" ",\"ANKLE1,360,589,453,671,756,552,534,735,497,680,765,713\""
"472" ",\"ANKLE2,978,1393,978,1409,1059,1187,894,1051,759,729,799,605\""
"473" ",\"ANKMY1,109,166,123,160,133,148,241,290,159,192,172,184\""
"474" ",\"ANKMY2,561,769,490,643,487,541,520,630,472,375,412,287\""
"475" ",\"ANKRA2,207,229,176,231,160,154,243,311,238,283,297,226\""
"476" ",\"ANKRD10,1179,1365,1065,1137,887,1029,1133,1411,1047,836,862,641\""
"477" ",\"ANKRD10-IT1,72,128,73,73,65,72,88,102,90,60,72,56\""
"478" ",\"ANKRD11,854,1192,990,1257,1014,936,1833,2203,1479,1511,1562,1388\""
"479" ",\"ANKRD12,1513,2173,1532,1706,1265,1494,2229,2633,1837,2008,2132,1484\""
"480" ",\"ANKRD13A,1007,1284,906,1179,868,967,644,723,637,544,550,416\""
"481" ",\"ANKRD13B,27,39,35,27,32,29,16,12,9,7,9,6\""
"482" ",\"ANKRD13C,395,557,361,446,355,409,406,494,407,409,436,292\""
"483" ",\"ANKRD13D,100,166,130,160,163,131,91,101,71,35,32,27\""
"484" ",\"ANKRD16,84,111,85,102,84,86,98,122,87,45,64,50\""
"485" ",\"ANKRD17,2044,2923,2128,2628,2289,2506,2549,3094,2049,1897,2046,1702\""
"486" ",\"ANKRD18A,86,153,85,91,74,88,85,166,82,79,95,72\""
"487" ",\"ANKRD18B,429,599,407,524,347,405,611,669,491,463,510,320\""
"488" ",\"ANKRD18CP,11,24,9,21,15,12,12,21,8,14,12,7\""
"489" ",\"ANKRD18DP,11,14,9,14,17,14,7,8,7,4,8,3\""
"490" ",\"ANKRD18EP,87,128,89,113,77,95,95,117,85,109,123,74\""
"491" ",\"ANKRD20A11P,14,25,21,1,0,3,18,21,9,1,1,0\""
"492" ",\"ANKRD20A17P,28,33,22,30,22,12,33,54,24,18,8,9\""
"493" ",\"ANKRD20A21P,15,18,10,4,3,3,18,33,8,5,3,5\""
"494" ",\"ANKRD20A3,23,35,38,31,21,26,25,41,21,17,19,16\""
"495" ",\"ANKRD20A4,8,19,8,12,12,8,7,15,11,13,12,6\""
"496" ",\"ANKRD20A5P,10,22,12,19,29,22,10,7,9,11,15,11\""
"497" ",\"ANKRD20A7P,37,64,27,53,32,45,44,49,42,34,27,23\""
"498" ",\"ANKRD20A8P,26,30,25,40,26,13,36,55,27,18,21,19\""
"499" ",\"ANKRD24,8,16,10,18,15,14,23,26,19,23,26,12\""
"500" ",\"ANKRD26,781,1056,673,935,621,767,557,731,518,399,415,303\""
"501" ",\"ANKRD26P3,29,53,25,35,38,30,41,48,33,18,26,18\""
"502" ",\"ANKRD27,3122,4254,3108,3868,3117,3182,3408,4390,3142,2169,2423,1988\""
"503" ",\"ANKRD28,1206,1662,1125,1476,1061,1161,1026,1268,872,507,642,435\""
"504" ",\"ANKRD30BL,60,116,107,81,75,61,166,168,193,113,88,120\""
"505" ",\"ANKRD33B,269,409,269,387,402,380,27,19,24,29,28,26\""
"506" ",\"ANKRD34A,9,14,12,10,10,16,10,24,18,7,12,8\""
"507" ",\"ANKRD36,1942,2429,1721,1981,1235,1500,3366,4157,3009,2099,2047,1549\""
"508" ",\"ANKRD36B,1197,1470,997,1222,760,934,1741,2126,1543,987,1015,724\""
"509" ",\"ANKRD36BP2,2285,2809,2049,2614,1610,1961,2378,2846,2112,1892,1871,1245\""
"510" ",\"ANKRD36C,3498,4191,2599,3387,1980,2300,6142,7817,5253,3435,3663,2642\""
"511" ",\"ANKRD37,35,38,34,59,27,40,33,44,24,21,27,19\""
"512" ",\"ANKRD39,33,51,48,60,67,40,49,61,57,31,26,17\""
"513" ",\"ANKRD40,120,180,131,168,126,113,172,230,159,125,118,137\""
"514" ",\"ANKRD42,92,136,111,102,96,90,109,129,96,62,86,55\""
"515" ",\"ANKRD46,218,302,215,254,190,183,194,257,168,149,153,108\""
"516" ",\"ANKRD49,309,453,284,410,252,275,293,419,312,292,327,219\""
"517" ",\"ANKRD50,848,1194,793,959,810,873,630,678,475,254,275,212\""
"518" ",\"ANKRD52,286,425,367,350,335,279,444,522,378,349,341,273\""
"519" ",\"ANKRD54,77,144,96,130,110,78,90,117,72,63,89,85\""
"520" ",\"ANKRD61,53,62,59,67,50,55,63,75,41,110,127,92\""
"521" ",\"ANKRD9,370,523,436,832,710,604,506,664,445,988,1007,996\""
"522" ",\"ANKS1A,283,453,383,414,445,400,308,402,230,173,189,156\""
"523" ",\"ANKS3,139,209,155,180,179,150,148,216,99,78,119,77\""
"524" ",\"ANKZF1,612,793,569,942,596,650,675,981,659,689,735,555\""
"525" ",\"ANLN,1097,1492,1078,1751,1273,1420,1408,1826,1204,1762,1881,1472\""
"526" ",\"ANO10,218,308,177,233,215,195,331,393,272,177,193,129\""
"527" ",\"ANO5,248,295,231,239,151,198,217,281,207,108,108,82\""
"528" ",\"ANO6,819,1025,794,966,624,688,371,415,295,186,196,150\""
"529" ",\"ANO8,57,62,51,67,65,49,73,113,102,66,65,64\""
"530" ",\"ANO9,18,13,16,49,59,28,14,28,21,19,26,15\""
"531" ",\"ANOS2P,19,15,10,12,9,14,11,16,10,27,28,20\""
"532" ",\"ANP32A,1749,2545,1762,2469,2046,2082,1609,2131,1428,1120,1364,912\""
"533" ",\"ANP32AP1,136,227,189,180,159,164,144,169,188,115,130,98\""
"534" ",\"ANP32B,1089,1737,1113,1638,1808,1230,1408,1958,1066,1682,2166,1595\""
"535" ",\"ANP32BP1,213,343,270,397,352,253,299,352,266,407,518,352\""
"536" ",\"ANP32C,203,284,161,250,251,197,158,268,133,93,134,69\""
"537" ",\"ANP32D,21,29,17,28,20,16,15,27,18,13,13,7\""
"538" ",\"ANP32E,1976,2921,2079,2549,2101,2044,1950,2555,2008,1738,2057,1271\""
"539" ",\"ANPEP,246,354,296,283,279,235,150,179,128,36,29,38\""
"540" ",\"ANTKMT,148,229,179,305,237,238,176,254,180,154,129,125\""
"541" ",\"ANTXR2,267,294,219,115,73,75,146,221,150,14,16,13\""
"542" ",\"ANXA1,355,390,325,401,314,331,510,482,382,155,150,111\""
"543" ",\"ANXA11,252,344,322,311,294,289,131,153,102,45,65,57\""
"544" ",\"ANXA2,737,922,583,732,560,541,343,446,279,143,159,101\""
"545" ",\"ANXA2P2,967,1413,1033,1069,728,853,428,553,416,233,264,201\""
"546" ",\"ANXA2P3,25,34,19,21,16,18,7,18,7,2,3,0\""
"547" ",\"ANXA2R,77,111,107,101,86,87,127,180,104,118,87,79\""
"548" ",\"ANXA4,891,1362,881,880,691,720,788,1094,777,302,347,240\""
"549" ",\"ANXA5,1230,1598,1149,885,605,658,351,452,319,169,188,120\""
"550" ",\"ANXA6,348,491,329,379,310,293,88,105,66,24,37,23\""
"551" ",\"ANXA7,1615,2275,1561,1865,1515,1457,1244,1609,1254,799,932,741\""
"552" ",\"ANXA9,82,133,88,135,97,87,80,112,82,35,46,33\""
"553" ",\"AOC2,13,10,11,10,10,9,11,14,16,9,13,2\""
"554" ",\"AOPEP,227,274,185,241,163,174,286,422,239,186,204,143\""
"555" ",\"AP1AR,423,491,322,443,335,361,373,420,319,223,222,206\""
"556" ",\"AP1B1,499,813,667,741,936,596,766,961,662,533,691,564\""
"557" ",\"AP1G1,1476,2024,1444,1599,1372,1574,1438,1762,1277,1045,1140,887\""
"558" ",\"AP1G2,143,179,169,144,171,120,79,132,82,58,70,67\""
"559" ",\"AP1M1,541,855,732,724,855,618,454,638,389,238,288,280\""
"560" ",\"AP1S1,397,567,372,355,363,290,142,216,152,62,59,61\""
"561" ",\"AP1S2,205,257,173,207,132,179,59,78,63,43,59,38\""
"562" ",\"AP1S3,24,30,32,28,20,22,13,21,15,7,7,8\""
"563" ",\"AP2A1,526,814,678,815,1029,661,605,731,505,611,680,702\""
"564" ",\"AP2A2,250,447,326,380,465,331,368,480,264,325,359,296\""
"565" ",\"AP2B1,2568,3675,2438,3527,3236,2668,3479,4746,2814,2623,3209,2395\""
"566" ",\"AP2M1,878,1470,1132,1624,1782,1287,1031,1494,829,1090,1374,1171\""
"567" ",\"AP2S1,1062,1597,1097,1591,1419,1153,746,1050,633,539,604,546\""
"568" ",\"AP3B1,1428,2208,1512,1778,1412,1518,1059,1358,1020,607,742,521\""
"569" ",\"AP3D1,1211,1782,1497,1819,1748,1480,1545,2037,1337,1200,1240,1172\""
"570" ",\"AP3M1,900,1206,861,1114,923,870,714,920,658,452,457,376\""
"571" ",\"AP3M2,577,832,575,790,620,640,496,735,479,471,475,373\""
"572" ",\"AP3S1,671,855,569,709,484,580,465,607,383,314,324,265\""
"573" ",\"AP3S2,115,148,107,143,94,92,129,167,121,117,133,71\""
"574" ",\"AP4B1,234,317,221,334,262,210,275,393,246,296,295,223\""
"575" ",\"AP4B1-AS1,12,14,7,10,8,10,11,14,9,7,9,10\""
"576" ",\"AP4E1,698,1000,613,909,672,770,766,882,661,579,706,471\""
"577" ",\"AP4M1,62,78,49,67,84,61,58,103,58,68,75,62\""
"578" ",\"AP4S1,149,194,132,189,136,124,113,177,138,149,162,132\""
"579" ",\"AP5B1,86,143,138,154,167,151,143,156,137,88,95,90\""
"580" ",\"AP5M1,1208,1527,1092,1360,969,1016,838,1015,797,716,709,523\""
"581" ",\"AP5S1,64,119,86,126,90,104,58,79,64,43,41,39\""
"582" ",\"AP5Z1,207,328,269,301,334,230,208,311,213,204,211,208\""
"583" ",\"APAF1,364,473,321,353,275,239,258,335,234,109,126,89\""
"584" ",\"APBA3,89,133,111,152,142,122,114,160,111,90,102,111\""
"585" ",\"APBB1IP,734,945,735,581,459,483,381,482,304,133,130,107\""
"586" ",\"APBB3,87,138,115,128,128,93,117,176,132,112,165,104\""
"587" ",\"APC,1488,1905,1311,1851,1383,1635,1376,1662,1192,1258,1334,980\""
"588" ",\"APC2,104,135,88,106,152,107,141,144,95,83,103,84\""
"589" ",\"APEH,1558,2428,1835,2497,2316,1909,1272,1796,1227,1138,1163,1043\""
"590" ",\"APEX1,1368,2125,1666,2246,1983,1808,1234,1754,1296,1209,1404,1195\""
"591" ",\"APEX2,89,150,121,157,164,127,117,142,102,89,131,100\""
"592" ",\"APH1A,728,1114,833,937,839,758,469,603,394,322,315,284\""
"593" ",\"APH1B,131,213,144,129,88,81,38,48,48,34,27,22\""
"594" ",\"API5,1624,2235,1620,1992,1599,1634,1294,1785,1211,1002,1126,865\""
"595" ",\"API5P1,403,581,434,520,362,423,351,449,321,286,310,199\""
"596" ",\"API5P2,35,45,36,30,33,30,31,40,27,15,18,10\""
"597" ",\"APIP,289,332,224,353,232,286,188,237,158,150,152,82\""
"598" ",\"APLF,105,120,90,123,74,72,87,109,98,82,87,67\""
"599" ",\"APLP2,1653,2463,1858,2612,2306,2218,2131,2543,1872,1697,2013,1518\""
"600" ",\"APMAP,720,977,739,977,813,805,466,626,438,294,339,264\""
"601" ",\"APOBEC2,31,40,19,42,13,30,27,32,23,48,41,22\""
"602" ",\"APOBEC3A,31,40,29,35,34,28,22,31,11,10,14,8\""
"603" ",\"APOBEC3B,191,340,301,322,320,284,185,239,151,142,161,97\""
"604" ",\"APOBEC3C,137,200,155,222,220,171,220,262,171,198,256,182\""
"605" ",\"APOBEC3D,14,15,11,19,8,13,19,29,18,28,32,33\""
"606" ",\"APOBEC3F,14,15,20,26,12,15,15,21,15,17,21,21\""
"607" ",\"APOBEC3G,35,58,30,42,23,39,30,78,35,33,57,22\""
"608" ",\"APOBR,65,118,92,64,98,57,17,29,20,9,9,7\""
"609" ",\"APOC1,499,689,480,826,582,572,3048,3985,2856,2518,2509,2134\""
"610" ",\"APOC1P1,6,7,2,12,5,4,19,17,24,27,22,11\""
"611" ",\"APOE,78,136,113,248,227,180,514,639,469,371,388,353\""
"612" ",\"APOL1,364,683,480,569,508,376,362,519,329,263,313,217\""
"613" ",\"APOL2,325,416,317,387,353,344,206,283,174,114,118,97\""
"614" ",\"APOL3,16,12,15,14,16,9,29,35,21,32,48,25\""
"615" ",\"APOL4,1990,2724,2084,2417,1960,1887,846,1227,799,746,871,615\""
"616" ",\"APOL6,36,37,25,31,16,14,497,577,438,223,302,261\""
"617" ",\"APOLD1,54,88,50,77,75,77,68,84,64,98,109,64\""
"618" ",\"APOM,23,44,31,36,25,23,26,37,29,29,36,19\""
"619" ",\"APOO,105,125,74,121,107,92,88,97,75,66,55,33\""
"620" ",\"APOOL,255,298,190,281,207,214,367,350,317,262,270,203\""
"621" ",\"APOOP5,11,16,4,18,5,6,4,8,7,3,3,3\""
"622" ",\"APP,1812,2865,2163,2949,2756,2402,2133,2927,1966,1721,1933,1446\""
"623" ",\"APPBP2,480,725,497,571,431,521,296,375,265,269,263,195\""
"624" ",\"APPL1,1295,1786,1124,1263,1002,1109,508,534,433,313,332,258\""
"625" ",\"APPL2,221,249,188,215,177,193,302,339,236,245,269,187\""
"626" ",\"APRT,525,765,628,822,754,651,571,822,522,418,427,439\""
"627" ",\"APTR,57,69,56,75,67,55,82,88,85,62,66,51\""
"628" ",\"APTX,397,578,405,538,412,444,343,431,284,268,309,253\""
"629" ",\"AQP1,8,9,8,110,83,60,47,77,41,288,325,296\""
"630" ",\"AQP10,6,22,9,34,36,25,4,8,4,8,6,4\""
"631" ",\"AQP11,32,39,37,40,26,26,36,48,30,29,31,28\""
"632" ",\"AQP3,76,121,94,205,213,118,40,70,22,71,86,60\""
"633" ",\"AQR,1992,2627,1843,2400,1782,1943,1859,2315,1677,1319,1445,1107\""
"634" ",\"ARAF,89,121,87,121,126,72,118,152,90,90,114,98\""
"635" ",\"ARAP1,267,366,278,343,327,257,231,333,200,133,153,143\""
"636" ",\"ARC,7,18,17,11,15,12,17,22,17,19,13,14\""
"637" ",\"ARCN1,693,962,671,915,799,861,757,908,683,518,626,491\""
"638" ",\"AREG,9,13,12,90,79,80,25,29,17,72,68,56\""
"639" ",\"AREL1,1534,2166,1563,1985,1674,1641,1744,2187,1497,1295,1404,1131\""
"640" ",\"ARF1,580,1035,747,901,1019,815,770,1028,752,886,1030,957\""
"641" ",\"ARF3,96,158,138,109,127,149,63,76,51,18,28,23\""
"642" ",\"ARF4,576,841,516,763,611,682,611,798,513,713,748,640\""
"643" ",\"ARF4P1,38,51,36,48,27,41,41,46,32,59,48,36\""
"644" ",\"ARF5,59,99,98,105,107,80,88,121,72,73,88,82\""
"645" ",\"ARF6,2199,3137,2357,2869,2383,2429,1888,2386,1667,1370,1493,1163\""
"646" ",\"ARFGAP1,122,229,183,225,307,214,187,252,197,142,159,170\""
"647" ",\"ARFGAP2,1048,1586,1160,1388,1295,1146,905,1191,838,768,823,663\""
"648" ",\"ARFGAP3,609,886,593,847,608,670,726,875,663,654,689,549\""
"649" ",\"ARFGEF1,2765,3542,2401,2505,1836,2075,1913,2317,1596,924,1062,784\""
"650" ",\"ARFGEF2,1797,2584,1874,2251,1835,1932,1772,2249,1583,1334,1431,1160\""
"651" ",\"ARFIP1,649,854,581,730,521,616,490,646,524,365,384,276\""
"652" ",\"ARFIP2,428,570,420,647,490,561,406,453,315,257,281,260\""
"653" ",\"ARFRP1,177,322,243,313,289,234,336,440,296,262,310,256\""
"654" ",\"ARG1,16,28,19,79,56,65,38,32,28,444,474,367\""
